SaleID,DateTime,MachineID,LocationID,ProductID,ProductName,Category,Price,Quantity,TotalLine,PaymentType,Route,Region,City,Zone
S00513,2024-05-18 17:28:00,MAQ014,CLIENTE023,P010,Chocolate,Snack,1700,1,1700,QR,Ruta B,Biobío,Concepción,Sur
S00514,2024-11-28 20:03:00,MAQ014,CLIENTE043,P007,Café en lata,Bebida,1300,2,2600,Tarjeta,Ruta D,Valparaíso,Viña del Mar,Costa
S00515,2024-09-28 16:07:00,MAQ017,CLIENTE029,P001,Coca-Cola,Bebida,1200,3,3600,QR,Ruta A,Región Metropolitana,Santiago,Centro
S00516,2024-12-30 09:36:00,MAQ018,CLIENTE031,P001,Coca-Cola,Bebida,1200,1,1200,Tarjeta,Ruta B,Araucanía,Temuco,Sur
S00517,2024-06-06 12:20:00,MAQ014,CLIENTE050,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta E,Región Metropolitana,Santiago,Centro
S00518,2024-02-25 03:06:00,MAQ005,CLIENTE028,P005,Barra de Cereal,Snack,800,3,2400,Efectivo,Ruta E,Región Metropolitana,Santiago,Centro
S00519,2024-05-01 15:27:00,MAQ003,CLIENTE020,P003,Agua Mineral,Bebida,900,1,900,Efectivo,Ruta B,Región Metropolitana,Santiago,Centro
S00520,2024-09-11 13:21:00,MAQ003,CLIENTE013,P001,Coca-Cola,Bebida,1200,2,2400,Tarjeta,Ruta E,Valparaíso,Viña del Mar,Costa
S00521,2024-06-27 17:04:00,MAQ020,CLIENTE032,P004,Papas Fritas,Snack,1500,1,1500,Tarjeta,Ruta E,Región Metropolitana,Santiago,Centro
S00522,2024-07-16 16:34:00,MAQ011,CLIENTE045,P001,Coca-Cola,Bebida,1200,1,1200,Efectivo,Ruta E,Biobío,Concepción,Sur
S00523,2024-07-23 07:49:00,MAQ008,CLIENTE043,P008,Energética,Bebida,1600,1,1600,Tarjeta,Ruta E,Biobío,Concepción,Sur
S00524,2024-07-31 18:13:00,MAQ009,CLIENTE007,P001,Coca-Cola,Bebida,1200,2,2400,QR,Ruta D,Valparaíso,Viña del Mar,Costa
S00525,2024-01-16 22:31:00,MAQ008,CLIENTE004,P002,Pepsi,Bebida,1100,3,3300,Tarjeta,Ruta A,Biobío,Concepción,Sur
S00526,2024-10-09 20:31:00,MAQ008,CLIENTE039,P009,Jugo Natural,Bebida,1400,2,2800,Tarjeta,Ruta A,Región Metropolitana,Santiago,Centro
S00527,2024-07-23 06:52:00,MAQ003,CLIENTE036,P004,Papas Fritas,Snack,1500,1,1500,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00528,2024-05-19 00:34:00,MAQ006,CLIENTE007,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta E,Región Metropolitana,Santiago,Centro
S00529,2024-10-24 19:43:00,MAQ002,CLIENTE045,P008,Energética,Bebida,1600,3,4800,QR,Ruta E,Biobío,Concepción,Sur
S00530,2024-07-31 03:51:00,MAQ002,CLIENTE023,P005,Barra de Cereal,Snack,800,3,2400,Tarjeta,Ruta A,Araucanía,Temuco,Sur
S00531,2024-11-16 17:24:00,MAQ019,CLIENTE016,P009,Jugo Natural,Bebida,1400,2,2800,Efectivo,Ruta E,Araucanía,Temuco,Sur
S00532,2024-08-09 05:29:00,MAQ008,CLIENTE009,P004,Papas Fritas,Snack,1500,3,4500,Tarjeta,Ruta B,Valparaíso,Viña del Mar,Costa
S00533,2024-08-07 14:00:00,MAQ005,CLIENTE046,P009,Jugo Natural,Bebida,1400,2,2800,Tarjeta,Ruta B,Valparaíso,Viña del Mar,Costa
S00534,2024-11-25 05:44:00,MAQ004,CLIENTE016,P005,Barra de Cereal,Snack,800,3,2400,Efectivo,Ruta B,Región Metropolitana,Santiago,Centro
S00535,2024-07-19 09:24:00,MAQ002,CLIENTE021,P005,Barra de Cereal,Snack,800,2,1600,Tarjeta,Ruta E,Región Metropolitana,Santiago,Centro
S00536,2024-12-07 03:48:00,MAQ014,CLIENTE045,P008,Energética,Bebida,1600,2,3200,Efectivo,Ruta E,Biobío,Concepción,Sur
S00537,2024-04-08 18:09:00,MAQ008,CLIENTE034,P001,Coca-Cola,Bebida,1200,2,2400,QR,Ruta D,Región Metropolitana,Santiago,Centro
S00538,2024-02-06 21:55:00,MAQ012,CLIENTE001,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta A,Araucanía,Temuco,Sur
S00539,2024-04-21 23:27:00,MAQ012,CLIENTE034,P002,Pepsi,Bebida,1100,3,3300,Efectivo,Ruta B,Región Metropolitana,Santiago,Centro
S00540,2024-05-06 07:14:00,MAQ017,CLIENTE034,P003,Agua Mineral,Bebida,900,1,900,QR,Ruta E,Araucanía,Temuco,Sur
S00541,2024-07-29 21:32:00,MAQ004,CLIENTE001,P005,Barra de Cereal,Snack,800,1,800,Tarjeta,Ruta C,Araucanía,Temuco,Sur
S00542,2024-11-10 00:53:00,MAQ019,CLIENTE009,P002,Pepsi,Bebida,1100,3,3300,QR,Ruta B,Antofagasta,Antofagasta,Norte
S00543,2024-03-06 06:34:00,MAQ013,CLIENTE045,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta A,Biobío,Concepción,Sur
S00544,2024-04-24 17:31:00,MAQ020,CLIENTE006,P004,Papas Fritas,Snack,1500,2,3000,Tarjeta,Ruta B,Antofagasta,Antofagasta,Norte
S00545,2024-09-10 17:44:00,MAQ004,CLIENTE050,P005,Barra de Cereal,Snack,800,1,800,Efectivo,Ruta A,Biobío,Concepción,Sur
S00546,2024-12-03 01:49:00,MAQ017,CLIENTE008,P001,Coca-Cola,Bebida,1200,2,2400,Efectivo,Ruta C,Valparaíso,Viña del Mar,Costa
S00547,2024-09-14 03:54:00,MAQ017,CLIENTE024,P009,Jugo Natural,Bebida,1400,3,4200,Efectivo,Ruta A,Araucanía,Temuco,Sur
S00548,2024-10-17 19:28:00,MAQ020,CLIENTE011,P003,Agua Mineral,Bebida,900,2,1800,Tarjeta,Ruta B,Región Metropolitana,Santiago,Centro
S00549,2024-06-19 19:19:00,MAQ007,CLIENTE019,P007,Café en lata,Bebida,1300,1,1300,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00550,2024-06-23 11:34:00,MAQ019,CLIENTE013,P006,Galletas,Snack,1000,1,1000,Efectivo,Ruta D,Valparaíso,Viña del Mar,Costa
S00551,2024-04-05 07:30:00,MAQ001,CLIENTE029,P007,Café en lata,Bebida,1300,1,1300,Efectivo,Ruta C,Valparaíso,Viña del Mar,Costa
S00552,2024-11-04 12:55:00,MAQ005,CLIENTE036,P002,Pepsi,Bebida,1100,3,3300,Tarjeta,Ruta C,Región Metropolitana,Santiago,Centro
S00553,2024-09-19 14:28:00,MAQ014,CLIENTE012,P002,Pepsi,Bebida,1100,2,2200,QR,Ruta D,Valparaíso,Viña del Mar,Costa
S00554,2024-02-04 09:22:00,MAQ016,CLIENTE025,P003,Agua Mineral,Bebida,900,1,900,QR,Ruta A,Valparaíso,Viña del Mar,Costa
S00555,2024-02-19 04:12:00,MAQ007,CLIENTE034,P001,Coca-Cola,Bebida,1200,1,1200,Tarjeta,Ruta E,Valparaíso,Viña del Mar,Costa
S00556,2024-05-10 02:36:00,MAQ001,CLIENTE001,P004,Papas Fritas,Snack,1500,3,4500,Tarjeta,Ruta D,Valparaíso,Viña del Mar,Costa
S00557,2024-07-19 23:28:00,MAQ009,CLIENTE048,P007,Café en lata,Bebida,1300,3,3900,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00558,2024-01-05 19:12:00,MAQ001,CLIENTE030,P007,Café en lata,Bebida,1300,2,2600,Tarjeta,Ruta B,Región Metropolitana,Santiago,Centro
S00559,2024-07-02 13:31:00,MAQ020,CLIENTE014,P003,Agua Mineral,Bebida,900,1,900,Tarjeta,Ruta A,Biobío,Concepción,Sur
S00560,2024-07-18 06:22:00,MAQ015,CLIENTE013,P010,Chocolate,Snack,1700,2,3400,Tarjeta,Ruta E,Antofagasta,Antofagasta,Norte
S00561,2024-03-05 03:42:00,MAQ012,CLIENTE050,P008,Energética,Bebida,1600,3,4800,Tarjeta,Ruta D,Biobío,Concepción,Sur
S00562,2024-08-22 08:51:00,MAQ019,CLIENTE049,P009,Jugo Natural,Bebida,1400,3,4200,Efectivo,Ruta A,Región Metropolitana,Santiago,Centro
S00563,2024-04-27 05:30:00,MAQ001,CLIENTE014,P008,Energética,Bebida,1600,3,4800,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00564,2024-06-30 08:27:00,MAQ004,CLIENTE031,P002,Pepsi,Bebida,1100,1,1100,Efectivo,Ruta E,Valparaíso,Viña del Mar,Costa
S00565,2024-07-31 04:17:00,MAQ013,CLIENTE020,P010,Chocolate,Snack,1700,3,5100,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00566,2024-06-22 18:58:00,MAQ019,CLIENTE032,P006,Galletas,Snack,1000,1,1000,Tarjeta,Ruta A,Región Metropolitana,Santiago,Centro
S00567,2024-10-05 12:37:00,MAQ011,CLIENTE031,P002,Pepsi,Bebida,1100,3,3300,Efectivo,Ruta E,Araucanía,Temuco,Sur
S00568,2024-07-11 10:26:00,MAQ018,CLIENTE043,P007,Café en lata,Bebida,1300,3,3900,QR,Ruta D,Araucanía,Temuco,Sur
S00569,2024-02-25 01:44:00,MAQ011,CLIENTE023,P008,Energética,Bebida,1600,2,3200,Efectivo,Ruta E,Antofagasta,Antofagasta,Norte
S00570,2024-12-01 13:59:00,MAQ002,CLIENTE021,P003,Agua Mineral,Bebida,900,2,1800,Efectivo,Ruta A,Antofagasta,Antofagasta,Norte
S00571,2024-07-16 08:49:00,MAQ017,CLIENTE036,P008,Energética,Bebida,1600,2,3200,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00572,2024-05-16 13:30:00,MAQ010,CLIENTE046,P008,Energética,Bebida,1600,3,4800,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00573,2024-02-08 16:48:00,MAQ008,CLIENTE028,P010,Chocolate,Snack,1700,1,1700,Tarjeta,Ruta C,Región Metropolitana,Santiago,Centro
S00574,2024-12-21 23:43:00,MAQ012,CLIENTE035,P006,Galletas,Snack,1000,2,2000,Tarjeta,Ruta E,Región Metropolitana,Santiago,Centro
S00575,2024-06-02 00:49:00,MAQ020,CLIENTE019,P003,Agua Mineral,Bebida,900,3,2700,Tarjeta,Ruta C,Antofagasta,Antofagasta,Norte
S00576,2024-11-07 12:28:00,MAQ003,CLIENTE003,P009,Jugo Natural,Bebida,1400,2,2800,Tarjeta,Ruta D,Biobío,Concepción,Sur
S00577,2024-04-15 01:50:00,MAQ005,CLIENTE025,P008,Energética,Bebida,1600,3,4800,Efectivo,Ruta B,Valparaíso,Viña del Mar,Costa
S00578,2024-07-30 11:19:00,MAQ001,CLIENTE026,P002,Pepsi,Bebida,1100,1,1100,Efectivo,Ruta E,Valparaíso,Viña del Mar,Costa
S00579,2024-01-10 07:24:00,MAQ016,CLIENTE021,P004,Papas Fritas,Snack,1500,1,1500,Efectivo,Ruta B,Valparaíso,Viña del Mar,Costa
S00580,2024-03-13 14:33:00,MAQ004,CLIENTE030,P002,Pepsi,Bebida,1100,3,3300,Tarjeta,Ruta A,Valparaíso,Viña del Mar,Costa
S00581,2024-07-17 01:48:00,MAQ011,CLIENTE033,P004,Papas Fritas,Snack,1500,1,1500,Efectivo,Ruta A,Antofagasta,Antofagasta,Norte
S00582,2024-03-01 17:07:00,MAQ006,CLIENTE005,P005,Barra de Cereal,Snack,800,2,1600,QR,Ruta E,Antofagasta,Antofagasta,Norte
S00583,2024-05-21 12:12:00,MAQ008,CLIENTE037,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta B,Valparaíso,Viña del Mar,Costa
S00584,2024-02-04 06:27:00,MAQ018,CLIENTE018,P009,Jugo Natural,Bebida,1400,3,4200,QR,Ruta B,Antofagasta,Antofagasta,Norte
S00585,2024-04-18 22:41:00,MAQ006,CLIENTE047,P010,Chocolate,Snack,1700,2,3400,QR,Ruta A,Antofagasta,Antofagasta,Norte
S00586,2024-02-12 12:48:00,MAQ019,CLIENTE046,P010,Chocolate,Snack,1700,2,3400,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00587,2024-02-14 17:57:00,MAQ007,CLIENTE031,P006,Galletas,Snack,1000,1,1000,Tarjeta,Ruta B,Antofagasta,Antofagasta,Norte
S00588,2024-10-16 05:50:00,MAQ015,CLIENTE013,P004,Papas Fritas,Snack,1500,1,1500,Efectivo,Ruta C,Araucanía,Temuco,Sur
S00589,2024-01-28 07:33:00,MAQ004,CLIENTE024,P005,Barra de Cereal,Snack,800,1,800,QR,Ruta D,Región Metropolitana,Santiago,Centro
S00590,2024-07-06 18:50:00,MAQ006,CLIENTE020,P006,Galletas,Snack,1000,3,3000,Tarjeta,Ruta C,Araucanía,Temuco,Sur
S00591,2024-12-17 22:12:00,MAQ016,CLIENTE010,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta B,Antofagasta,Antofagasta,Norte
S00592,2024-05-15 01:40:00,MAQ002,CLIENTE044,P003,Agua Mineral,Bebida,900,2,1800,Tarjeta,Ruta A,Antofagasta,Antofagasta,Norte
S00593,2024-04-30 13:51:00,MAQ005,CLIENTE020,P004,Papas Fritas,Snack,1500,1,1500,QR,Ruta D,Valparaíso,Viña del Mar,Costa
S00594,2024-09-27 13:14:00,MAQ007,CLIENTE018,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00595,2024-08-29 00:49:00,MAQ010,CLIENTE044,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta A,Región Metropolitana,Santiago,Centro
S00596,2024-08-25 03:04:00,MAQ015,CLIENTE005,P008,Energética,Bebida,1600,1,1600,Tarjeta,Ruta D,Valparaíso,Viña del Mar,Costa
S00597,2024-07-12 04:58:00,MAQ003,CLIENTE026,P009,Jugo Natural,Bebida,1400,1,1400,Tarjeta,Ruta D,Araucanía,Temuco,Sur
S00598,2024-06-09 13:06:00,MAQ013,CLIENTE001,P008,Energética,Bebida,1600,1,1600,Tarjeta,Ruta A,Biobío,Concepción,Sur
S00599,2024-04-18 21:28:00,MAQ005,CLIENTE019,P003,Agua Mineral,Bebida,900,2,1800,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00600,2024-10-18 17:02:00,MAQ013,CLIENTE004,P003,Agua Mineral,Bebida,900,3,2700,Efectivo,Ruta A,Antofagasta,Antofagasta,Norte
S00601,2024-12-04 11:54:00,MAQ018,CLIENTE048,P008,Energética,Bebida,1600,1,1600,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00602,2024-02-22 22:32:00,MAQ004,CLIENTE015,P005,Barra de Cereal,Snack,800,2,1600,Tarjeta,Ruta E,Región Metropolitana,Santiago,Centro
S00603,2024-06-25 04:09:00,MAQ017,CLIENTE012,P006,Galletas,Snack,1000,1,1000,Tarjeta,Ruta E,Valparaíso,Viña del Mar,Costa
S00604,2024-09-30 13:03:00,MAQ008,CLIENTE050,P010,Chocolate,Snack,1700,1,1700,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00605,2024-06-09 03:47:00,MAQ007,CLIENTE043,P002,Pepsi,Bebida,1100,1,1100,Tarjeta,Ruta B,Valparaíso,Viña del Mar,Costa
S00606,2024-02-23 06:37:00,MAQ006,CLIENTE037,P005,Barra de Cereal,Snack,800,1,800,QR,Ruta E,Región Metropolitana,Santiago,Centro
S00607,2024-09-07 18:02:00,MAQ013,CLIENTE007,P001,Coca-Cola,Bebida,1200,1,1200,Efectivo,Ruta C,Valparaíso,Viña del Mar,Costa
S00608,2024-09-20 15:04:00,MAQ005,CLIENTE035,P010,Chocolate,Snack,1700,2,3400,Efectivo,Ruta B,Valparaíso,Viña del Mar,Costa
S00609,2024-08-03 19:47:00,MAQ004,CLIENTE033,P003,Agua Mineral,Bebida,900,2,1800,Efectivo,Ruta D,Antofagasta,Antofagasta,Norte
S00610,2024-05-28 16:45:00,MAQ005,CLIENTE013,P010,Chocolate,Snack,1700,1,1700,Tarjeta,Ruta D,Región Metropolitana,Santiago,Centro
S00611,2024-06-05 01:30:00,MAQ008,CLIENTE018,P009,Jugo Natural,Bebida,1400,3,4200,QR,Ruta E,Araucanía,Temuco,Sur
S00612,2024-03-19 19:48:00,MAQ005,CLIENTE037,P003,Agua Mineral,Bebida,900,1,900,QR,Ruta C,Valparaíso,Viña del Mar,Costa
S00613,2024-10-21 04:31:00,MAQ002,CLIENTE036,P008,Energética,Bebida,1600,3,4800,Tarjeta,Ruta D,Araucanía,Temuco,Sur
S00614,2024-01-22 16:34:00,MAQ007,CLIENTE018,P010,Chocolate,Snack,1700,1,1700,QR,Ruta E,Antofagasta,Antofagasta,Norte
S00615,2024-09-09 15:08:00,MAQ012,CLIENTE033,P010,Chocolate,Snack,1700,2,3400,Efectivo,Ruta A,Biobío,Concepción,Sur
S00616,2024-07-06 04:05:00,MAQ018,CLIENTE025,P004,Papas Fritas,Snack,1500,1,1500,QR,Ruta B,Valparaíso,Viña del Mar,Costa
S00617,2024-10-10 11:58:00,MAQ014,CLIENTE001,P003,Agua Mineral,Bebida,900,2,1800,Efectivo,Ruta E,Biobío,Concepción,Sur
S00618,2024-06-21 09:55:00,MAQ005,CLIENTE027,P001,Coca-Cola,Bebida,1200,2,2400,QR,Ruta B,Biobío,Concepción,Sur
S00619,2024-06-20 19:29:00,MAQ018,CLIENTE044,P009,Jugo Natural,Bebida,1400,1,1400,Efectivo,Ruta B,Valparaíso,Viña del Mar,Costa
S00620,2024-06-10 03:44:00,MAQ018,CLIENTE035,P004,Papas Fritas,Snack,1500,1,1500,QR,Ruta B,Biobío,Concepción,Sur
S00621,2024-09-19 22:29:00,MAQ008,CLIENTE014,P006,Galletas,Snack,1000,2,2000,Efectivo,Ruta D,Biobío,Concepción,Sur
S00622,2024-05-26 03:38:00,MAQ009,CLIENTE028,P004,Papas Fritas,Snack,1500,3,4500,QR,Ruta D,Biobío,Concepción,Sur
S00623,2024-05-30 08:44:00,MAQ015,CLIENTE011,P003,Agua Mineral,Bebida,900,2,1800,QR,Ruta A,Región Metropolitana,Santiago,Centro
S00624,2024-10-29 16:45:00,MAQ010,CLIENTE033,P001,Coca-Cola,Bebida,1200,3,3600,Efectivo,Ruta A,Antofagasta,Antofagasta,Norte
S00625,2024-11-29 07:48:00,MAQ013,CLIENTE035,P005,Barra de Cereal,Snack,800,1,800,Efectivo,Ruta C,Antofagasta,Antofagasta,Norte
S00626,2024-07-10 07:32:00,MAQ008,CLIENTE037,P007,Café en lata,Bebida,1300,1,1300,QR,Ruta B,Antofagasta,Antofagasta,Norte
S00627,2024-10-12 19:32:00,MAQ015,CLIENTE042,P006,Galletas,Snack,1000,2,2000,QR,Ruta E,Región Metropolitana,Santiago,Centro
S00628,2024-09-29 09:31:00,MAQ013,CLIENTE044,P006,Galletas,Snack,1000,3,3000,Efectivo,Ruta C,Biobío,Concepción,Sur
S00629,2024-06-02 21:10:00,MAQ003,CLIENTE013,P007,Café en lata,Bebida,1300,1,1300,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00630,2024-06-08 12:36:00,MAQ008,CLIENTE042,P010,Chocolate,Snack,1700,1,1700,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00631,2024-05-25 17:06:00,MAQ011,CLIENTE003,P009,Jugo Natural,Bebida,1400,2,2800,QR,Ruta C,Araucanía,Temuco,Sur
S00632,2024-06-22 20:42:00,MAQ003,CLIENTE009,P002,Pepsi,Bebida,1100,2,2200,Efectivo,Ruta B,Antofagasta,Antofagasta,Norte
S00633,2024-10-07 18:45:00,MAQ002,CLIENTE030,P006,Galletas,Snack,1000,2,2000,QR,Ruta B,Valparaíso,Viña del Mar,Costa
S00634,2024-09-29 05:15:00,MAQ016,CLIENTE048,P003,Agua Mineral,Bebida,900,3,2700,Efectivo,Ruta B,Valparaíso,Viña del Mar,Costa
S00635,2024-04-14 14:33:00,MAQ006,CLIENTE005,P003,Agua Mineral,Bebida,900,2,1800,Efectivo,Ruta D,Antofagasta,Antofagasta,Norte
S00636,2024-06-25 16:41:00,MAQ019,CLIENTE006,P004,Papas Fritas,Snack,1500,2,3000,Efectivo,Ruta D,Región Metropolitana,Santiago,Centro
S00637,2024-09-01 17:17:00,MAQ011,CLIENTE011,P004,Papas Fritas,Snack,1500,2,3000,Tarjeta,Ruta E,Araucanía,Temuco,Sur
S00638,2024-06-24 05:59:00,MAQ007,CLIENTE028,P003,Agua Mineral,Bebida,900,3,2700,QR,Ruta B,Región Metropolitana,Santiago,Centro
S00639,2024-11-20 13:14:00,MAQ016,CLIENTE011,P005,Barra de Cereal,Snack,800,1,800,QR,Ruta E,Biobío,Concepción,Sur
S00640,2024-02-01 07:46:00,MAQ001,CLIENTE040,P005,Barra de Cereal,Snack,800,3,2400,QR,Ruta E,Biobío,Concepción,Sur
S00641,2024-04-03 18:11:00,MAQ015,CLIENTE021,P005,Barra de Cereal,Snack,800,2,1600,Tarjeta,Ruta E,Valparaíso,Viña del Mar,Costa
S00642,2024-12-18 18:36:00,MAQ020,CLIENTE010,P010,Chocolate,Snack,1700,2,3400,QR,Ruta C,Biobío,Concepción,Sur
S00643,2024-11-09 19:29:00,MAQ011,CLIENTE020,P009,Jugo Natural,Bebida,1400,3,4200,Tarjeta,Ruta C,Valparaíso,Viña del Mar,Costa
S00644,2024-09-21 02:53:00,MAQ018,CLIENTE029,P006,Galletas,Snack,1000,1,1000,Tarjeta,Ruta D,Biobío,Concepción,Sur
S00645,2024-08-04 23:24:00,MAQ006,CLIENTE004,P004,Papas Fritas,Snack,1500,2,3000,Tarjeta,Ruta C,Antofagasta,Antofagasta,Norte
S00646,2024-11-19 06:39:00,MAQ013,CLIENTE048,P005,Barra de Cereal,Snack,800,1,800,Tarjeta,Ruta A,Biobío,Concepción,Sur
S00647,2024-07-27 23:44:00,MAQ005,CLIENTE048,P007,Café en lata,Bebida,1300,3,3900,QR,Ruta B,Región Metropolitana,Santiago,Centro
S00648,2024-07-14 20:58:00,MAQ010,CLIENTE036,P006,Galletas,Snack,1000,3,3000,Efectivo,Ruta B,Biobío,Concepción,Sur
S00649,2024-10-02 19:47:00,MAQ007,CLIENTE039,P001,Coca-Cola,Bebida,1200,1,1200,Efectivo,Ruta D,Araucanía,Temuco,Sur
S00650,2024-08-01 22:16:00,MAQ005,CLIENTE050,P004,Papas Fritas,Snack,1500,1,1500,Tarjeta,Ruta B,Antofagasta,Antofagasta,Norte
S00651,2024-08-19 05:17:00,MAQ006,CLIENTE003,P008,Energética,Bebida,1600,3,4800,Efectivo,Ruta E,Región Metropolitana,Santiago,Centro
S00652,2024-03-07 17:07:00,MAQ001,CLIENTE011,P003,Agua Mineral,Bebida,900,2,1800,Efectivo,Ruta E,Valparaíso,Viña del Mar,Costa
S00653,2024-05-19 19:54:00,MAQ002,CLIENTE034,P001,Coca-Cola,Bebida,1200,1,1200,QR,Ruta E,Valparaíso,Viña del Mar,Costa
S00654,2024-11-28 01:35:00,MAQ013,CLIENTE022,P008,Energética,Bebida,1600,3,4800,QR,Ruta B,Región Metropolitana,Santiago,Centro
S00655,2024-09-07 18:15:00,MAQ012,CLIENTE036,P008,Energética,Bebida,1600,3,4800,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00656,2024-08-10 15:23:00,MAQ011,CLIENTE045,P005,Barra de Cereal,Snack,800,2,1600,QR,Ruta B,Biobío,Concepción,Sur
S00657,2024-01-12 14:51:00,MAQ015,CLIENTE024,P002,Pepsi,Bebida,1100,2,2200,Efectivo,Ruta A,Región Metropolitana,Santiago,Centro
S00658,2024-10-20 10:34:00,MAQ011,CLIENTE022,P006,Galletas,Snack,1000,2,2000,Tarjeta,Ruta C,Antofagasta,Antofagasta,Norte
S00659,2024-02-15 13:22:00,MAQ001,CLIENTE035,P002,Pepsi,Bebida,1100,3,3300,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00660,2024-02-09 17:21:00,MAQ017,CLIENTE014,P003,Agua Mineral,Bebida,900,1,900,Tarjeta,Ruta D,Valparaíso,Viña del Mar,Costa
S00661,2024-09-20 03:25:00,MAQ020,CLIENTE040,P003,Agua Mineral,Bebida,900,3,2700,Tarjeta,Ruta C,Araucanía,Temuco,Sur
S00662,2024-11-28 04:25:00,MAQ019,CLIENTE007,P003,Agua Mineral,Bebida,900,1,900,QR,Ruta B,Valparaíso,Viña del Mar,Costa
S00663,2024-06-15 00:11:00,MAQ006,CLIENTE027,P010,Chocolate,Snack,1700,1,1700,Efectivo,Ruta C,Región Metropolitana,Santiago,Centro
S00664,2024-03-30 15:27:00,MAQ020,CLIENTE040,P008,Energética,Bebida,1600,2,3200,Tarjeta,Ruta B,Antofagasta,Antofagasta,Norte
S00665,2024-08-07 10:06:00,MAQ002,CLIENTE006,P006,Galletas,Snack,1000,1,1000,Tarjeta,Ruta B,Araucanía,Temuco,Sur
S00666,2024-02-12 21:41:00,MAQ015,CLIENTE014,P010,Chocolate,Snack,1700,3,5100,Tarjeta,Ruta D,Región Metropolitana,Santiago,Centro
S00667,2024-04-15 08:52:00,MAQ011,CLIENTE049,P002,Pepsi,Bebida,1100,3,3300,Efectivo,Ruta D,Araucanía,Temuco,Sur
S00668,2024-11-02 14:19:00,MAQ019,CLIENTE038,P005,Barra de Cereal,Snack,800,1,800,Efectivo,Ruta D,Región Metropolitana,Santiago,Centro
S00669,2024-12-30 10:37:00,MAQ007,CLIENTE032,P007,Café en lata,Bebida,1300,3,3900,Tarjeta,Ruta B,Biobío,Concepción,Sur
S00670,2024-09-30 11:21:00,MAQ006,CLIENTE002,P004,Papas Fritas,Snack,1500,2,3000,Tarjeta,Ruta A,Biobío,Concepción,Sur
S00671,2024-10-16 11:22:00,MAQ014,CLIENTE041,P009,Jugo Natural,Bebida,1400,3,4200,Efectivo,Ruta A,Biobío,Concepción,Sur
S00672,2024-08-10 17:06:00,MAQ015,CLIENTE035,P006,Galletas,Snack,1000,1,1000,Tarjeta,Ruta E,Antofagasta,Antofagasta,Norte
S00673,2024-12-14 01:15:00,MAQ014,CLIENTE022,P004,Papas Fritas,Snack,1500,2,3000,Tarjeta,Ruta C,Antofagasta,Antofagasta,Norte
S00674,2024-10-30 23:03:00,MAQ020,CLIENTE006,P001,Coca-Cola,Bebida,1200,1,1200,Tarjeta,Ruta D,Araucanía,Temuco,Sur
S00675,2024-11-30 17:53:00,MAQ006,CLIENTE024,P008,Energética,Bebida,1600,1,1600,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00676,2024-01-23 14:55:00,MAQ015,CLIENTE015,P009,Jugo Natural,Bebida,1400,1,1400,QR,Ruta E,Región Metropolitana,Santiago,Centro
S00677,2024-01-12 23:16:00,MAQ005,CLIENTE002,P006,Galletas,Snack,1000,1,1000,Efectivo,Ruta C,Araucanía,Temuco,Sur
S00678,2024-10-01 11:09:00,MAQ007,CLIENTE045,P004,Papas Fritas,Snack,1500,2,3000,Tarjeta,Ruta D,Valparaíso,Viña del Mar,Costa
S00679,2024-12-06 01:53:00,MAQ013,CLIENTE033,P001,Coca-Cola,Bebida,1200,3,3600,Efectivo,Ruta C,Valparaíso,Viña del Mar,Costa
S00680,2024-04-16 00:11:00,MAQ001,CLIENTE020,P006,Galletas,Snack,1000,3,3000,Tarjeta,Ruta E,Región Metropolitana,Santiago,Centro
S00681,2024-03-30 01:48:00,MAQ003,CLIENTE025,P003,Agua Mineral,Bebida,900,2,1800,QR,Ruta D,Antofagasta,Antofagasta,Norte
S00682,2024-12-18 22:35:00,MAQ018,CLIENTE006,P005,Barra de Cereal,Snack,800,1,800,Efectivo,Ruta A,Valparaíso,Viña del Mar,Costa
